"ind","treatment","age","score","gender","experience","previous_exp","distance_majorcity","owns_motor","placement"
4157,0,19,79,"M",0,0,6.38950716761234,1,0
4158,0,22,73,"F",0,0,7.22341996318571,1,0
4159,0,20,69,"F",1,14,5.41442959975129,1,1
4160,1,19,66,"M",0,0,5.09476455980356,0,0
4161,0,22,71,"F",0,0,5.35112970596307,0,0
4162,1,22,77,"M",1,22,5.44983889693232,0,1
4163,0,18,69,"M",0,0,5.45327342961637,1,0
4164,0,20,79,"M",0,0,4.75550386509595,1,0
4165,0,18,81,"M",0,0,6.67476153692131,1,0
4166,1,22,77,"M",0,0,4.33178675964463,1,0
4167,1,22,79,"M",0,0,5.20976838862805,0,0
4168,0,22,85,"F",1,23,5.27242664088234,0,1
4169,0,21,77,"M",0,0,7.69691924314331,0,0
4170,1,22,78,"M",1,26,5.13935379133168,1,1
4171,1,21,74,"M",0,0,6.41592477380938,1,0
4172,1,19,79,"F",1,16,4.61019582076615,0,1
4173,0,18,76,"M",0,0,5.27588320110067,1,0
4174,1,21,80,"F",0,0,5.27667953459518,1,0
4175,1,18,83,"M",0,0,4.63799524614528,1,1
4176,0,18,84,"F",0,0,3.68045116931999,1,0
4177,1,20,77,"F",0,0,6.62830845819533,1,0
4178,0,18,77,"F",0,0,6.7094237721338,1,1
4179,0,18,73,"M",0,0,4.89255156195613,1,0
4180,1,21,81,"M",0,0,7.18305819098224,0,0
4181,0,18,77,"F",0,0,4.49007055819451,1,0
4182,0,21,79,"M",1,27,5.50747457839365,1,1
4183,0,18,75,"F",0,0,3.8240350195433,1,0
4184,1,20,75,"M",0,0,7.44533759257413,1,1
4185,1,20,79,"F",0,0,5.37930834453363,1,0
4186,0,20,80,"M",1,20,3.54779897597785,0,0
4187,1,18,74,"F",0,0,2.70156420816256,0,0
4188,0,22,74,"F",1,24,3.16722980660675,0,0
4189,0,18,72,"M",0,0,4.7267096912,0,0
4190,0,21,83,"M",1,23,3.75082629392312,0,0
4191,0,20,74,"F",1,15,6.26061336067289,1,1
4192,1,22,86,"M",0,0,6.65110141584694,0,0
4193,0,20,80,"F",0,0,4.22861930999134,0,0
4194,1,21,75,"F",1,12,1.2322224469994,1,0
4195,0,21,75,"M",1,23,5.55266846012186,1,0
4196,0,18,77,"F",0,0,5.3553778637954,0,0
4197,1,20,78,"M",0,0,5.1815467318512,1,1
4198,1,21,73,"M",1,19,7.67311223381761,1,1
4199,0,18,68,"M",0,0,5.79869741138445,1,0
4200,1,22,74,"M",1,25,5.38942222824021,0,0
4201,1,19,79,"F",0,0,4.88063512306883,0,0
4202,1,22,62,"F",1,19,4.71395051046978,1,0
4203,0,20,75,"M",1,28,8.8581792582265,1,1
4204,1,19,77,"F",0,0,3.97219367018827,1,0
4205,1,20,72,"F",0,0,4.09881547883234,1,0
4206,1,21,58,"F",1,30,4.48529358346777,0,0
4207,0,20,68,"M",0,0,2.86748795872156,1,0
4208,0,18,77,"M",0,0,4.47930091492612,0,0
4209,1,22,78,"M",0,0,3.74053915715779,0,0
4210,1,22,73,"M",1,25,6.38048164694512,0,1
4211,0,18,80,"M",0,0,6.68696251847747,0,0
4212,0,20,71,"M",1,27,3.17576889907148,1,0
4213,1,21,77,"M",0,0,4.59394276590364,0,0
4214,1,19,81,"M",1,20,4.93214625323034,0,1
4215,0,19,78,"F",0,0,6.62418840554337,1,0
4216,1,21,74,"F",0,0,6.513375020764,1,0
4217,1,20,79,"F",0,0,3.58179048500793,0,0
4218,0,18,71,"F",0,0,5.08639235457408,0,0
4219,0,18,81,"F",0,0,5.15662081529125,0,0
4220,0,18,68,"F",0,0,2.67428140482789,1,0
4221,1,19,68,"F",0,0,2.39426082760083,0,0
4222,0,19,71,"M",0,0,3.76778023725664,0,0
4223,0,21,76,"M",1,27,6.48201065123792,0,1
4224,0,20,79,"M",1,21,3.56102740116489,1,0
4225,1,20,78,"M",1,17,6.14669818784301,1,1
4226,1,22,74,"M",0,0,4.51688730934652,0,0
4227,0,22,81,"M",1,18,6.45674094118182,1,0
4228,0,20,71,"F",0,0,4.36231903745503,0,0
4229,1,20,73,"M",1,18,3.84113757019536,1,1
4230,0,20,73,"M",0,0,7.04775485137737,1,0
4231,1,21,83,"M",0,0,5.80826923601946,1,0
4232,0,22,78,"M",1,18,4.24577529117132,1,0
4233,1,19,81,"F",0,0,7.82242006110635,0,1
4234,1,20,75,"F",1,25,6.23832036875504,1,1
4235,0,21,79,"M",1,32,4.31223432293931,0,1
4236,1,22,74,"F",1,23,6.93593857164576,1,1
4237,0,20,76,"F",1,19,6.87568509179131,1,1
4238,0,18,71,"F",1,14,7.82293585515197,0,1
4239,0,21,83,"F",1,26,6.0542981314976,1,1
4240,0,19,72,"F",0,0,5.13014059795046,1,0
4241,0,22,83,"F",0,0,4.29818016501508,1,0
4242,0,21,71,"F",0,0,4.24099038566121,0,0
4243,0,20,71,"M",1,28,5.60849186953481,1,0
4244,0,22,73,"M",0,0,4.15085196001301,1,0
4245,1,20,78,"F",0,0,2.60376227448042,1,0
4246,0,20,74,"F",0,0,4.83768750588085,1,0
4247,1,21,77,"M",1,16,4.5988528842136,0,0
4248,0,20,74,"M",1,19,5.79170571441314,1,1
4249,0,19,77,"F",0,0,5.85106886656955,1,0
4250,0,21,71,"M",1,25,4.44830533694775,0,0
4251,1,22,81,"M",1,17,5.78375556583899,1,0
4252,1,18,75,"F",0,0,5.82274086215206,0,0
4253,1,20,76,"M",0,0,6.18048072464812,1,0
4254,0,21,70,"F",1,19,6.18442466126363,1,0
4255,1,19,77,"M",1,30,4.53439731766699,1,1
4256,0,22,73,"M",0,0,5.45289729194279,0,0
4257,1,20,76,"F",0,0,1.93568666227144,1,0
4258,0,19,69,"M",0,0,4.35051360772807,1,0
4259,0,22,77,"M",0,0,5.63855115286435,1,0
4260,1,22,70,"M",1,23,4.68671625154017,0,0
4261,0,22,79,"F",1,14,4.64116200420895,1,0
4262,0,18,69,"M",0,0,5.94831495839097,0,0
4263,0,19,78,"F",1,25,4.17778575295106,0,1
4264,0,18,82,"F",0,0,6.92641796804865,1,0
4265,0,22,72,"M",1,21,4.95166793924614,1,0
4266,1,22,73,"F",1,19,3.64092527820176,1,0
4267,0,22,78,"M",1,25,5.06645623794113,1,1
4268,0,20,75,"M",1,18,6.71402475356379,1,1
4269,0,18,72,"F",0,0,3.67116914408181,0,0
4270,1,21,78,"M",1,13,4.93211597038617,1,0
4271,1,21,77,"F",0,0,5.56300600338592,1,0
4272,1,22,65,"F",0,0,5.341702580635,0,0
4273,0,22,87,"F",0,0,4.2684125964079,1,0
4274,0,22,73,"F",1,19,5.09953287384455,0,0
4275,0,20,75,"M",0,0,2.90250446178654,0,0
4276,0,21,78,"M",1,26,3.6948211011057,0,0
4277,1,19,70,"F",0,0,5.68393949625542,0,0
4278,1,18,80,"M",0,0,4.23943466851183,0,0
4279,1,18,83,"F",0,0,3.48967727125369,1,0
4280,1,19,78,"F",1,17,6.81012968554058,1,1
4281,0,18,72,"M",0,0,6.44675617794793,1,0
4282,1,21,72,"M",1,20,6.49856290835416,1,1
4283,1,22,80,"F",1,21,4.17461560254039,1,1
4284,0,20,78,"M",0,0,5.00886100567621,0,0
4285,0,18,74,"F",0,0,7.07362668813461,1,0
4286,0,21,76,"F",0,0,5.36943960505951,1,0
4287,1,22,81,"F",0,0,4.70671708498779,0,0
4288,1,18,75,"M",0,0,6.36180970005929,1,0
4289,0,19,78,"M",0,0,5.80673024992169,0,0
4290,1,20,79,"M",1,21,4.17631261830119,0,0
4291,0,21,81,"F",0,0,4.82725673826134,0,0
4292,1,18,79,"F",0,0,2.76263109638168,1,0
4293,0,19,79,"F",1,30,3.15025485621184,1,1
4294,0,22,67,"M",1,7,3.85573810753167,1,0
4295,0,20,74,"F",1,23,2.75494512732717,1,0
4296,1,19,78,"M",0,0,3.74160085734346,1,0
4297,0,20,80,"M",1,12,5.44013590603835,0,0
4298,1,20,77,"M",1,8,3.56069562075169,1,0
4299,1,20,73,"F",1,15,5.13122154476613,1,1
4300,0,19,75,"M",1,29,6.70827450734441,1,1
4301,1,22,80,"F",0,0,4.31991046138818,0,0
4302,1,22,74,"F",1,17,4.42440219786723,1,0
4303,0,22,76,"M",1,26,5.43176877609153,1,0
4304,1,19,76,"M",1,26,4.47258716463235,1,1
4305,0,20,76,"M",0,0,3.0012598951024,1,0
4306,0,19,83,"M",0,0,4.70488540534052,0,0
4307,0,19,74,"F",0,0,3.9950609317755,1,0
4308,0,22,79,"M",1,20,4.40512538254669,0,0
4309,0,22,81,"F",0,0,5.78422203399789,1,0
4310,1,18,71,"F",0,0,5.18713367656022,1,0
4311,0,21,80,"M",1,15,4.83753615057995,0,0
4312,1,19,79,"F",0,0,2.90939626218378,0,0
4313,0,19,75,"M",0,0,3.14291513106874,0,0
4314,1,22,73,"M",0,0,3.54630512290454,1,0
4315,0,19,72,"M",0,0,3.03321144777705,1,0
4316,1,21,76,"M",1,25,5.23635583051426,1,1
4317,0,22,75,"F",0,0,5.7514232610869,0,0
4318,1,22,79,"M",1,25,6.02858272057512,0,0
4319,1,22,84,"F",1,20,8.55769141104072,0,1
4320,0,19,74,"F",0,0,2.14534505651023,1,0
4321,1,18,80,"M",0,0,6.60671507123508,0,0
4322,1,18,81,"F",0,0,8.11671150198204,1,1
4323,0,21,77,"M",1,20,3.50036544034507,1,0
4324,1,19,76,"F",1,20,5.28882115419472,1,1
4325,0,18,81,"M",0,0,4.90744482341816,0,0
4326,0,22,73,"F",1,16,7.21857741445275,1,0
4327,0,19,76,"F",0,0,7.33442175319868,0,0
4328,0,18,74,"F",0,0,6.34473873643118,1,0
4329,1,18,82,"M",0,0,4.95972621885776,1,1
4330,0,21,73,"F",1,20,5.83272615029872,1,0
4331,1,20,70,"F",1,19,5.51740412939622,1,1
4332,0,20,79,"F",0,0,6.15099552200093,0,0
4333,0,20,77,"M",1,18,4.97249317811343,1,1
4334,1,22,69,"F",1,21,4.39546523944085,0,0
4335,1,19,78,"M",0,0,2.59339568966479,1,0
4336,1,19,71,"M",0,0,4.22179581798764,0,0
4337,1,18,66,"F",0,0,4.281516833335,1,0
4338,0,19,86,"F",0,0,8.82674245588825,0,0
4339,1,20,78,"M",0,0,7.89503707371014,0,1
4340,0,22,73,"M",0,0,6.54003706050896,1,0
4341,1,20,84,"M",1,23,6.98523235893987,1,1
4342,1,18,82,"M",1,21,3.52602718303567,0,1
4343,1,19,71,"M",1,22,1.33305279859551,1,0
4344,1,20,67,"F",1,23,3.64255240703352,0,0
4345,1,18,71,"F",0,0,6.05190683345781,1,0
4346,0,21,78,"F",0,0,5.15020147257391,1,0
4347,0,20,76,"F",1,20,4.49110482674503,1,0
4348,1,18,72,"F",0,0,5.06663474751739,1,0
4349,1,22,83,"M",1,19,5.21035850038047,0,1
4350,1,19,80,"F",0,0,7.79203537103788,1,0
4351,0,22,72,"M",1,24,4.47465029340018,0,0
4352,0,18,83,"F",0,0,7.65236541983241,0,1
4353,1,20,61,"M",1,14,4.49968856725892,1,0
4354,0,21,73,"F",1,24,7.91424730208639,0,0
4355,1,20,71,"F",1,16,2.88750708602637,0,0
4356,0,20,71,"M",1,18,4.01481006509304,1,0
4357,0,20,76,"M",0,0,3.06969264564785,1,0
4358,0,20,88,"F",0,0,7.42015701070649,1,1
4359,1,21,81,"F",1,23,4.70740695102921,0,0
4360,1,18,80,"F",0,0,3.1974086425227,1,0
4361,0,21,79,"M",0,0,2.46752891793038,1,0
4362,1,19,69,"F",0,0,7.09872969793057,0,0
4363,1,21,77,"F",1,27,7.00000463851211,0,1
4364,1,18,84,"M",0,0,4.91693134792311,0,0
4365,0,21,80,"F",0,0,5.06956834154252,1,0
4366,1,20,78,"F",0,0,3.61634914679991,0,0
4367,1,21,78,"F",1,14,5.01912349891473,1,1
4368,1,18,78,"F",0,0,4.2773940341334,1,0
4369,1,20,73,"M",1,25,3.07924546712219,1,1
4370,1,20,78,"F",0,0,4.13842658665517,1,0
4371,0,22,66,"F",1,23,7.86227192932633,1,0
4372,1,19,78,"M",1,17,3.31245829900424,0,0
4373,0,22,80,"M",1,19,8.2896362858442,1,1
4374,0,20,73,"M",0,0,3.17245933089638,1,0
4375,1,18,82,"M",1,22,4.46984334126474,1,1
4376,1,18,76,"M",1,19,7.36133230502837,1,1
4377,1,18,80,"M",0,0,3.39800934686567,0,0
4378,1,18,77,"M",0,0,6.29660281479891,0,0
4379,0,20,69,"M",1,24,2.86699369225983,1,0
4380,1,20,80,"M",1,24,7.53834793032678,1,1
4381,0,20,81,"M",1,23,5.83290592661248,1,1
4382,0,19,76,"M",0,0,4.1904410443952,1,0
4383,0,21,84,"F",1,30,3.93752008039488,1,1
4384,0,18,77,"M",1,11,4.50125001078438,1,0
4385,1,19,79,"F",0,0,2.78561066210976,1,0
4386,0,21,67,"F",0,0,5.33567870326969,0,0
4387,0,20,72,"M",0,0,7.11144632263625,1,0
4388,1,22,78,"F",0,0,2.85982678024291,0,0
4389,0,18,78,"F",0,0,5.96262000024651,1,0
4390,1,20,82,"F",1,21,4.87695755190356,0,1
4391,1,18,84,"M",1,25,4.15790577037152,1,1
4392,0,22,80,"F",1,13,4.76302983193328,0,0
4393,1,21,70,"M",0,0,7.28289870350208,0,0
4394,1,18,83,"M",0,0,0.605290151779879,1,0
4395,0,19,70,"M",0,0,6.14488036779321,1,0
4396,0,22,78,"F",1,20,5.86406470095944,1,1
4397,1,19,75,"M",1,21,5.2496025221811,0,1
4398,0,19,75,"F",0,0,4.72098175792651,0,0
4399,1,22,72,"F",0,0,5.02892165225557,1,0
4400,1,19,75,"M",0,0,4.38137331179614,0,0
4401,0,18,79,"F",0,0,6.4970707927145,1,0
4402,0,20,72,"F",1,31,5.22615709781831,1,1
4403,1,21,75,"M",1,27,5.52983643129586,1,1
4404,0,21,77,"M",0,0,3.29049952409384,0,0
4405,0,21,84,"F",1,19,4.86940305922981,0,0
4406,1,18,74,"M",0,0,5.73616416124855,1,0
4407,1,20,79,"F",0,0,3.58023982669934,0,0
4408,0,22,77,"M",0,0,4.96192992294034,1,0
4409,0,18,81,"M",0,0,1.93074100911156,1,0
4410,1,21,83,"F",1,14,3.36886930077505,0,0
4411,0,19,81,"M",0,0,3.12522036169458,1,0
4412,0,18,76,"M",0,0,6.17322172557632,1,0
4413,1,20,79,"F",0,0,8.02097540605993,1,0
4414,1,21,70,"M",1,25,4.26442836335569,1,1
4415,0,20,87,"F",0,0,5.97869025381916,1,1
4416,0,18,77,"M",0,0,6.36003248923269,1,0
4417,0,20,70,"M",1,19,3.08085274110555,0,0
4418,1,22,80,"M",0,0,5.83898324369132,1,0
4419,0,21,79,"M",0,0,5.79997510344448,1,0
4420,0,20,73,"M",1,21,5.28156605901786,1,0
4421,0,20,84,"F",0,0,3.62312469501446,1,0
4422,1,22,78,"F",0,0,1.87692144715737,0,0
4423,1,18,84,"M",0,0,6.92731322490694,1,1
4424,0,19,75,"M",0,0,5.99917769137959,0,0
4425,0,20,76,"F",1,25,2.45308883139347,1,0
4426,1,22,71,"F",0,0,5.91194593731945,1,0
4427,1,21,71,"F",0,0,5.16130475661853,1,0
4428,0,18,67,"F",0,0,3.81616360037819,0,0
4429,0,18,84,"F",0,0,6.1686549977833,1,1
4430,0,22,80,"F",1,18,4.30706770016715,1,0
4431,1,21,85,"M",0,0,5.90061185380456,1,1
4432,0,21,77,"M",1,19,3.16464362733351,0,0
4433,0,22,80,"F",0,0,4.52724260180682,1,0
4434,0,20,72,"F",1,32,3.61474978370808,0,0
4435,1,22,72,"F",0,0,4.01785817517209,0,0
4436,0,21,75,"M",1,25,3.84133050840398,1,0
4437,1,18,72,"M",1,14,3.55297591560068,1,1
4438,1,19,77,"M",0,0,6.34846752143835,1,0
4439,0,22,79,"F",0,0,5.18703974240003,1,0
4440,0,20,80,"F",0,0,4.28980879222965,0,0
4441,1,18,79,"M",0,0,5.52485200231482,0,1
4442,1,20,82,"F",0,0,6.45971274295291,1,1
4443,1,22,70,"M",0,0,4.26366583424808,0,0
4444,1,18,78,"M",0,0,5.21124013809933,0,0
4445,0,19,79,"F",1,20,2.79658244219883,1,1
4446,1,22,80,"F",1,14,6.68375125340526,1,1
4447,0,22,78,"F",1,26,5.96267654795185,0,1
4448,0,18,82,"F",0,0,5.34288515376248,1,0
4449,1,22,84,"F",0,0,6.36906417777275,1,0
4450,0,18,77,"F",0,0,2.25869028352005,0,0
4451,0,22,67,"M",1,26,4.24916893140741,0,0
4452,0,18,80,"M",0,0,5.79681671431594,1,0
4453,1,22,76,"F",0,0,1.73773750208792,1,0
4454,1,22,88,"M",0,0,3.91392494244076,1,0
4455,1,19,80,"F",0,0,7.39998720205454,0,1
4456,1,20,80,"F",1,23,7.52897312134412,1,1
4457,0,19,78,"F",1,22,4.34940972931694,0,1
4458,0,21,80,"F",0,0,3.26745581936779,1,0
4459,1,18,74,"M",0,0,5.01929674200582,1,0
4460,1,19,66,"M",0,0,4.67323952734524,1,0
4461,0,21,86,"M",0,0,5.32376230682047,1,0
4462,0,20,81,"F",0,0,5.23963611223187,1,0
4463,0,18,78,"F",0,0,2.72956117158106,1,0
4464,1,21,83,"F",1,15,3.4170075255784,0,1
4465,1,18,85,"F",0,0,7.10612482164997,1,1
4466,0,22,87,"M",1,19,4.1270616297813,1,1
4467,0,20,71,"M",1,30,5.07774339457323,0,0
4468,1,22,70,"F",0,0,6.47780521811032,0,0
4469,0,22,71,"M",0,0,5.90024258311088,1,0
4470,0,18,75,"F",1,26,4.43199596350671,1,1
4471,0,20,76,"M",1,11,3.31905180185866,1,0
4472,1,22,75,"F",1,26,4.40843109228089,1,1
4473,1,21,79,"M",1,22,5.5199685700715,1,1
4474,0,20,79,"F",0,0,8.94603027058828,1,0
4475,1,18,78,"M",0,0,9.00282320168498,1,1
4476,0,19,85,"F",1,20,4.29007037754613,0,1
4477,0,18,71,"M",0,0,6.69252458107607,0,0
4478,0,20,82,"M",1,18,5.06312554966106,0,1
4479,1,21,74,"M",0,0,6.81960695444215,1,0
4480,0,20,78,"F",1,24,4.14388941106579,0,0
4481,1,18,68,"F",0,0,2.14304455315689,1,0
4482,0,21,75,"F",0,0,3.20639724678545,1,0
4483,0,19,81,"F",0,0,4.00918846183513,0,0
4484,1,22,77,"F",0,0,4.09373204939059,1,0
4485,1,18,71,"F",0,0,3.4889607630754,0,0
4486,0,20,66,"M",1,16,6.40047681184719,0,0
4487,0,22,74,"M",0,0,2.78413803990592,0,0
4488,1,19,71,"F",0,0,6.33580584671552,1,0
4489,1,20,72,"F",1,19,4.94256656251088,0,1
4490,1,22,75,"M",1,15,4.21808889055674,1,0
4491,1,20,74,"M",0,0,3.51541765396493,0,0
4492,1,20,78,"F",0,0,5.93239335366666,1,1
4493,0,19,82,"F",0,0,1.45389512638443,1,0
4494,0,18,76,"M",0,0,4.69570289931288,1,0
4495,0,19,84,"M",0,0,5.67117081812813,0,0
4496,1,20,84,"M",0,0,4.61910801543675,1,0
4497,1,22,76,"F",1,29,4.95471635412076,0,0
4498,1,19,83,"M",0,0,5.34211381105291,1,0
4499,1,21,81,"F",1,14,2.6743866256487,1,0
4500,0,21,86,"F",1,22,4.68509090361152,1,1
4501,1,18,73,"F",0,0,6.46330696035218,1,1
4502,1,18,81,"M",0,0,3.1370168380463,0,0
4503,1,21,74,"M",1,16,1.21809885669025,0,0
4504,1,18,67,"M",0,0,4.34513554979016,1,0
4505,0,18,79,"F",0,0,4.55439001370519,1,0
4506,0,18,78,"F",0,0,4.51233162445986,1,0
4507,1,22,79,"F",0,0,4.14706185485663,1,0
4508,1,19,69,"M",0,0,4.19381780600261,1,0
4509,0,19,79,"M",0,0,2.33982770869508,0,0
4510,1,18,70,"M",0,0,7.41273459435998,1,0
4511,1,22,83,"M",1,16,5.39945950211314,1,1
4512,0,22,73,"M",1,20,4.52993404949084,0,0
4513,1,21,73,"M",0,0,5.81063706500327,1,0
4514,0,19,81,"M",1,17,4.40701054508997,1,1
4515,0,22,81,"M",1,11,5.26997040419363,1,0
4516,1,21,68,"M",1,17,6.58268544545898,1,0
4517,1,19,78,"M",0,0,5.50073671751054,1,0
4518,1,19,68,"F",0,0,5.98803524414001,1,0
4519,1,19,73,"M",0,0,5.15979164744139,1,0
4520,0,22,76,"M",1,15,4.41172858156584,1,0
4521,1,20,77,"F",1,29,3.97819997471298,0,1
4522,0,20,73,"F",0,0,4.13498143826961,1,0
4523,1,21,76,"F",0,0,4.16118996274049,0,0
4524,0,22,63,"M",1,20,4.45061914427636,0,0
4525,1,21,77,"F",1,17,6.37161871786675,0,1
4526,1,21,81,"M",1,21,6.01219544108544,0,1
4527,0,19,77,"M",0,0,3.96056930327212,1,0
4528,0,20,79,"M",1,16,4.50164520561748,0,0
4529,1,22,73,"F",1,31,0.928287477147627,0,0
4530,0,18,85,"M",0,0,6.56413487428134,0,0
4531,1,21,81,"M",0,0,5.89019558230253,0,0
4532,0,22,79,"F",1,14,2.95099158617223,1,0
4533,0,20,83,"F",1,17,5.25294161412844,0,1
4534,1,20,64,"F",1,23,4.56790477314157,0,0
4535,0,22,81,"M",0,0,4.06117099843195,1,0
4536,1,18,81,"F",0,0,4.98248604242279,0,0
4537,0,21,70,"F",1,22,5.8346829161481,1,0
4538,1,22,80,"M",0,0,2.32806701264034,1,0
4539,0,22,77,"M",1,23,4.79850815980321,0,0
4540,0,21,73,"F",0,0,2.22067616833226,1,0
4541,1,18,74,"M",0,0,3.62815146688233,0,0
4542,1,18,71,"F",0,0,5.38562246905345,1,0
4543,0,19,81,"M",0,0,4.3041404375093,1,0
4544,1,18,85,"F",0,0,4.50339595333279,0,1
4545,0,21,75,"M",1,24,4.67192777631969,0,0
4546,0,20,69,"M",1,28,5.13671170711647,1,0
4547,0,20,71,"F",0,0,4.27888378943635,1,0
4548,1,19,81,"M",0,0,4.94961698828737,1,0
4549,0,20,81,"M",1,14,3.57373964599089,0,1
4550,1,22,79,"F",1,23,4.99239227199194,1,1
4551,0,19,81,"F",1,30,3.60570083572124,1,1
4552,1,22,78,"F",1,23,5.09395608853257,1,1
4553,1,21,76,"M",0,0,5.05195552011496,1,0
4554,0,20,76,"M",1,24,4.95500057935504,1,1
4555,1,21,72,"M",1,29,4.36443217625775,1,0
4556,1,20,71,"M",1,13,3.83901124083114,0,0
4557,1,18,78,"F",0,0,3.46550373400624,0,0
4558,1,21,69,"M",0,0,2.63416427162936,1,0
4559,1,18,75,"M",0,0,3.02298117553514,1,0
4560,0,20,79,"M",1,19,4.29788945098875,1,1
4561,0,21,79,"F",1,30,5.76468427751852,0,0
4562,1,18,71,"F",0,0,6.37262263478054,1,0
4563,1,19,74,"F",0,0,5.12429471178861,0,0
4564,1,18,82,"M",0,0,5.3559346458072,0,0
4565,1,22,72,"M",1,19,2.63628403659517,1,0
4566,0,18,76,"M",0,0,5.01021031635127,1,0
4567,1,19,77,"M",0,0,5.66191500902582,1,0
4568,0,19,69,"M",0,0,4.99439230738736,1,0
4569,0,22,81,"M",1,23,4.93873255145799,0,0
4570,0,21,70,"M",0,0,5.05411213237946,1,0
4571,1,19,84,"F",0,0,5.48966216908376,1,1
4572,1,18,65,"F",0,0,2.90109711137722,1,0
4573,1,20,69,"M",0,0,4.29194235816072,0,0
4574,1,21,66,"M",1,24,4.49690268377844,1,0
4575,1,22,81,"F",0,0,5.56516806926882,1,0
4576,0,19,79,"M",0,0,3.77619132373486,1,0
4577,1,19,76,"F",0,0,6.65508220299319,1,1
4578,1,18,77,"F",0,0,7.75538911460922,0,0
4579,0,18,71,"M",0,0,3.5899309503268,0,0
4580,0,20,79,"M",1,30,5.00937401435868,1,1
4581,1,20,79,"F",1,28,3.47101714380289,1,1
4582,0,21,80,"F",1,21,6.46015707033079,0,0
4583,1,18,74,"M",0,0,6.03999241809134,1,0
4584,1,21,78,"M",1,28,5.80523565746927,0,1
4585,0,18,71,"M",0,0,7.63258735918541,0,0
4586,0,19,73,"F",0,0,6.24877255690281,0,0
4587,1,20,75,"M",1,22,6.73983652633275,0,1
4588,1,19,79,"F",0,0,3.89727737241106,0,0
4589,0,21,77,"F",1,25,5.28568366551035,0,0
4590,1,18,80,"M",1,20,4.85911989707285,0,1
4591,1,20,82,"F",1,24,4.47110820733034,0,1
4592,1,19,80,"M",0,0,4.73747117192701,1,0
4593,0,21,77,"M",1,19,4.07699981641306,1,0
4594,1,19,77,"M",0,0,5.58465337531595,0,0
4595,0,18,71,"F",0,0,4.98895271071297,1,0
4596,1,18,69,"M",0,0,4.04343369241838,1,0
4597,1,19,77,"M",0,0,3.81790594346764,0,0
4598,1,21,80,"M",1,20,2.62193798618562,1,1
4599,0,19,76,"F",0,0,9.42125395299584,1,1
4600,1,19,69,"M",0,0,5.80245179584546,1,0
4601,0,21,76,"M",1,14,2.27423324346552,1,0
4602,0,19,83,"M",0,0,4.74157363731681,1,1
4603,1,18,67,"F",0,0,6.72248997872682,0,0
4604,1,22,76,"F",0,0,4.62284598865555,1,0
4605,1,21,77,"F",1,19,4.53414801474852,0,1
4606,1,18,82,"M",0,0,3.37913552096957,0,0
4607,1,20,78,"M",0,0,3.90075947561761,0,0
4608,0,21,80,"F",0,0,6.56817431395494,1,0
4609,0,20,78,"F",0,0,2.79430661124579,1,0
4610,1,19,81,"F",1,14,6.22619175516511,0,1
4611,1,20,84,"M",1,17,2.95411547345525,1,1
4612,1,21,76,"M",0,0,6.97376316668284,1,0
4613,1,20,80,"M",0,0,5.65310895851621,1,0
4614,0,19,81,"F",0,0,5.65817341772533,0,0
4615,0,21,78,"M",0,0,7.76344044380638,0,0
4616,1,20,82,"M",1,23,6.07917839623362,0,1
4617,1,19,75,"F",0,0,5.80628547722347,0,0
4618,1,21,72,"F",1,19,6.47124166164241,1,1
4619,1,19,79,"M",1,23,2.4967679716318,1,0
4620,0,22,79,"M",1,16,5.79325890603073,0,0
4621,0,18,76,"M",0,0,9.25525830847778,0,0
4622,0,21,73,"M",0,0,5.48925149971203,0,0
4623,0,18,80,"F",0,0,3.26407844171525,1,0
4624,0,22,74,"F",0,0,6.77615485554965,1,0
4625,1,18,81,"F",0,0,3.30660142869854,1,0
4626,1,18,76,"M",0,0,5.21789716873435,1,0
4627,0,22,76,"F",1,26,5.23369492353354,1,1
4628,1,19,78,"F",0,0,4.56354526462025,0,0
4629,1,21,71,"F",0,0,4.57773099022279,1,0
4630,0,22,75,"M",1,26,7.1913119939998,1,1
4631,1,20,74,"F",1,29,5.96000378280329,1,1
4632,0,22,70,"M",1,19,1.78242892513859,0,0
4633,0,20,68,"F",0,0,4.88956083336533,1,0
4634,0,18,84,"F",1,20,5.51502704575301,1,1
4635,1,19,84,"M",1,14,5.6512970662249,1,1
4636,0,20,87,"F",0,0,4.58998168472387,0,0
4637,1,18,75,"M",0,0,2.92573040870481,0,0
4638,1,22,69,"M",1,17,6.32621286464235,0,0
4639,1,21,61,"M",1,20,4.75484243766048,0,0
4640,0,21,77,"F",1,29,3.63181460242106,0,0
4641,0,18,78,"M",0,0,3.61059093733263,1,0
4642,0,19,79,"F",1,22,3.48683086486,1,0
4643,1,20,79,"F",1,21,4.07818952952589,0,1
4644,0,18,82,"M",0,0,5.15729225364421,1,1
4645,0,19,85,"F",0,0,4.68413270865712,1,0
4646,1,19,84,"M",0,0,4.4412226253643,1,1
4647,1,22,73,"F",1,25,1.453101013462,1,0
4648,0,22,61,"F",1,25,5.54674208619591,1,0
4649,1,19,76,"M",0,0,5.626959056073,1,0
4650,0,18,74,"M",0,0,4.35548869955902,0,0
4651,0,22,66,"M",1,17,3.55431165168815,1,0
4652,0,19,79,"F",1,27,3.96668909800678,0,1
4653,0,21,83,"M",1,25,4.83640102730767,1,1
4654,1,22,85,"M",0,0,3.44187792005165,1,0
